,user_id,REGION,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,ORANGE,TIGO,ZONE1,ZONE2,MRG,REGULARITY,TOP_PACK,FREQ_TOP_PACK,CHURN
1990092,ec85c703052d215612f5631619a1d3fde98b7aa6,SAINT-LOUIS,K > 24 month,18000.0,18.0,17700.0,5900.0,19.0,,308.0,61.0,142.0,,,NO,49,All-net 500F =2000F_AllNet_Unlimited,35.0,0
1574540,bb1a99ac5bacaf5255355a34497b0fef9cce64a3,,K > 24 month,,,,,,,5.0,,,,,NO,1,,,0
1358594,a183bbfe8ce656f394c0b3feabde4dcc8a44ba77,,K > 24 month,,,,,,,,,,,,NO,3,,,1
787116,5d97daf9751ae53e05ae50fbfeb6a046574aaa0e,MATAM,K > 24 month,4800.0,10.0,4799.0,1600.0,10.0,0.0,195.0,97.0,1.0,,,NO,50,"On-net 500=4000,10d",4.0,0
1921669,e4635e434e155f4b68460b5c0a50b5f096beb50a,KAFFRINE,K > 24 month,700.0,2.0,699.0,233.0,2.0,0.0,16.0,5.0,,,,NO,29,,,0
1866775,dddc77b4fd17c9a411302607677b3f83455c1267,FATICK,K > 24 month,3000.0,9.0,2684.0,895.0,13.0,,1713.0,63.0,24.0,,,NO,62,On net 200F=Unlimited _call24H,9.0,0
9812,012eb5e84c6854ae10b9903949254c894abc064f,,K > 24 month,,,,,,113.0,0.0,,,,,NO,2,,,0
1008581,77f0eeb813cf53800db5bc3cf39159704b5dc7dc,MATAM,K > 24 month,,,,,,,0.0,6.0,,,,NO,4,,,0
1399795,a667c6a559a1eae71ff2304f74ad70fbf0b4cf3e,,K > 24 month,,,,,,461.0,4.0,,,,,NO,11,,,0
1156486,89912cbdf23c39b236da098c0faf9866fcc4c946,DAKAR,K > 24 month,,,,,,0.0,,,,,,NO,5,,,0
1413357,a8077ebafb710bdad37fd380edea8a39b0a3b8e7,LOUGA,K > 24 month,1200.0,3.0,1191.0,397.0,6.0,0.0,387.0,28.0,,,,NO,11,On net 200F=Unlimited _call24H,3.0,0
2095820,f914adce724495d1ff78bd49d1aab6db462a5fa0,KAFFRINE,K > 24 month,5000.0,10.0,4902.0,1634.0,11.0,0.0,92.0,150.0,8.0,,,NO,48,MIXT:500F= 2500F on net _2500F off net;2d,5.0,0
407809,307cee38f8c9d9e4691c4971d99c501be30d0c22,,K > 24 month,,,,,,,,,,,,NO,1,,,1
136712,1052d3011a90d92cbac3423dde0dbc2fe49ff4f1,DAKAR,K > 24 month,7200.0,15.0,7198.0,2399.0,15.0,,239.0,82.0,10.0,,,NO,48,MIXT:500F= 2500F on net _2500F off net;2d,8.0,0
571564,43eaf6d1cb925b38fe167683d55e1074e7be8b23,,K > 24 month,1400.0,8.0,1550.0,517.0,17.0,0.0,2.0,10.0,,,,NO,43,VAS(IVR_Radio_Daily),9.0,0
434126,339edfe76d8fa5e8755d841ac39f5fed29c46fe4,,K > 24 month,,,,,,,,,,,,NO,6,,,1
352480,29ed71028253d19654a74c7ceb14795884d4a55d,DAKAR,K > 24 month,1500.0,3.0,1153.0,384.0,6.0,,1.0,17.0,1.0,,,NO,19,All-net 500F=2000F;5d,2.0,0
305835,246d30c7b480725547f7fb7982997fb772002075,,K > 24 month,5500.0,8.0,5500.0,1833.0,8.0,0.0,4.0,169.0,,,,NO,11,All-net 500F=2000F;5d,11.0,0
829853,62aaf3215eff202ee68831da686350def19013f3,DAKAR,K > 24 month,11500.0,17.0,13012.0,4337.0,22.0,22656.0,48.0,74.0,6.0,6.0,,NO,62,"Data:490F=1GB,7d",16.0,0
1071516,7f69e9fa613c105746070c87f473450042cd98b1,,K > 24 month,,,1061.0,354.0,6.0,,,5.0,,,,NO,7,"Data:200F=Unlimited,24H",2.0,1
887527,699187c278b31f82c9e3beb2f144ad37c2c1a077,,K > 24 month,,,,,,,8.0,80.0,,,,NO,5,,,1
1480527,aff577bbd7ecf09adef2963bc9e119a02b44274a,KAOLACK,H 15-18 month,1600.0,4.0,2100.0,700.0,5.0,0.0,131.0,13.0,17.0,,,NO,58,On net 200F=Unlimited _call24H,3.0,0
485505,39b5e41d6a5b85dd347f5717933a8bcb11af8d09,DAKAR,K > 24 month,3000.0,3.0,3000.0,1000.0,3.0,,1.0,46.0,9.0,,,NO,22,All-net 1000F=(3000F On+3000F Off);5d,3.0,0
441618,3482b80f22d2202bf0cf9773b18092897e1aeaaa,DAKAR,K > 24 month,750.0,2.0,750.0,250.0,2.0,0.0,4.0,2.0,,,,NO,33,,,0
795819,5e9dfdfc16f3b1d9b31e37090c58f7d3356c5ce8,,K > 24 month,,,,,,,,,,,,NO,5,,,1
1868879,de1b9a9f036be2800268ce771747bde52efa2640,THIES,K > 24 month,8950.0,40.0,8900.0,2967.0,42.0,4702.0,30.0,61.0,,,,NO,48,"Data:200F=Unlimited,24H",14.0,0
1627378,c16030c8cac7f598f6fe238ff2b762984fd2eeee,DAKAR,K > 24 month,10700.0,23.0,11499.0,3833.0,24.0,11870.0,57.0,218.0,27.0,0.0,,NO,51,All-net 500F=2000F;5d,14.0,0
1897943,e18e0bc022a800378c4ce02399a77edf51852b49,,K > 24 month,,,,,,,,,,,,NO,3,,,0
1783872,d3febf60e82a71570365630eb6a7e2c4b6a61634,,K > 24 month,,,,,,,,,,,,NO,25,,,0
1992825,ecd93bc41c8cc0a35b6732859a0cb7ea6e5bb8ea,DAKAR,K > 24 month,,,2134.0,711.0,9.0,,21.0,7.0,,,,NO,16,,,0
1704242,ca80a889443633eb54d0d05525dc15bea9ab82c6,KAFFRINE,K > 24 month,1000.0,2.0,1341.0,447.0,5.0,,11.0,5.0,5.0,,,NO,60,,,0
50559,06143e7ab7bb5a9ec61c19cc252e7224720a8fe8,,K > 24 month,,,,,,0.0,,,,,,NO,5,,,0
532383,3f4863e74a4261f07e5d3782d732cf0af91f4e57,,K > 24 month,,,,,,,,,,,,NO,1,,,1
1268388,96cd1756e09a0d311235c6bb78e554bbb8bafad7,,K > 24 month,,,,,,,,,,,,NO,1,,,1
1639136,c2c41391db11c59171fc8214f4c20ab4e5e5ab21,,K > 24 month,400.0,2.0,386.0,129.0,3.0,60.0,107.0,,,,,NO,17,On net 200F=Unlimited _call24H,1.0,0
971421,7391297bdc6688fe2e97e1685090945acb7be74d,SAINT-LOUIS,K > 24 month,,,,,,375.0,0.0,,,,,NO,7,,,0
888508,69afb980e609a69c7b99cc938aeb992f66532964,THIES,K > 24 month,11900.0,28.0,12400.0,4133.0,29.0,0.0,3903.0,97.0,8.0,,,NO,57,On-net 500F_FNF;3d,20.0,0
2075254,f69e02560b3e0e796abedb800101e1b24765d73d,DAKAR,K > 24 month,1500.0,2.0,1211.0,404.0,2.0,1456.0,15.0,0.0,,,,NO,13,"Data:700F=1.5GB,7d",1.0,0
1275059,97985e4a74b798aa40ab6de9f5e3bfa067904bb5,,K > 24 month,,,,,,,,,,,,NO,1,,,1
832123,62ef697d91636959f4652466c692ffd252be4b32,,K > 24 month,2200.0,11.0,2200.0,733.0,11.0,,454.0,27.0,5.0,,,NO,18,On net 200F=Unlimited _call24H,11.0,0
1597818,bddfef5520c9ba5e882830b3084f3119c234e032,DAKAR,K > 24 month,7000.0,9.0,7418.0,2473.0,11.0,8586.0,77.0,108.0,8.0,,,NO,62,"Data:1500F=3GB,30D",3.0,0
1756161,d0b90e7cca194c2e9ac421aa27eeaba9faf581ca,,K > 24 month,500.0,1.0,500.0,167.0,2.0,1022.0,,0.0,,,,NO,5,"Data:490F=1GB,7d",1.0,1
191748,16dd01c0c7938c164d3906eb8050150eb3f7df86,SAINT-LOUIS,K > 24 month,8350.0,48.0,8071.0,2690.0,51.0,991.0,149.0,52.0,26.0,,,NO,57,"Data: 100 F=40MB,24H",30.0,0
1947875,e780c37f909405044ed6ae74f0edb9e75b5a85b6,DIOURBEL,K > 24 month,,,,,,2.0,5.0,,,,,NO,17,,,0
1004169,776addf45775078d8c8694a7bd333845153f5529,DAKAR,K > 24 month,9900.0,17.0,9704.0,3235.0,22.0,974.0,34.0,141.0,13.0,1.0,,NO,45,All-net 500F=2000F;5d,8.0,0
329886,2746b87d3b303f5b62d4ab77b21df31bfcc372ce,KAOLACK,K > 24 month,,,,,,,,,,,,NO,1,,,1
1216052,909d8857d8e419ce9586e7eb631a0f9f34545dad,,K > 24 month,,,,,,,,,,,,NO,16,,,0
43641,053db759644badcd23aac1446fb85d0b959c25c4,DAKAR,K > 24 month,1200.0,3.0,1200.0,400.0,4.0,,13.0,37.0,1.0,,,NO,23,On net 200F=Unlimited _call24H,1.0,0
785283,5d608a114f65e62745011f9ad67210351b413ebc,,K > 24 month,,,,,,,,,,,,NO,1,,,1
13638,01a406c63f9631236e142980f9a7f6c0e7689eb6,KAOLACK,K > 24 month,3200.0,4.0,3199.0,1066.0,5.0,0.0,216.0,18.0,5.0,,,NO,55,On-net 1000F=10MilF;10d,3.0,0
1333228,9e8088ea0c519fb871692df3fea3fa210bfd426b,,K > 24 month,500.0,1.0,,,,,,,,,,NO,1,,,1
641956,4c4a5cca3083e63d371ca19230f74b12ae3b437e,DAKAR,K > 24 month,15100.0,28.0,14582.0,4861.0,37.0,1592.0,72.0,294.0,182.0,,,NO,62,Jokko_Daily,21.0,0
1454129,acda223d77bd2edcbbbca16c9371334522e2dfab,DIOURBEL,K > 24 month,,,,,,,,,,,,NO,5,,,1
495582,3aea108e54b6f5630a7f71cadae24cc5fb906dac,SAINT-LOUIS,K > 24 month,,,,,,0.0,,,,,,NO,14,,,0
973699,73d420d6e77429493508f2615ccb66aa73e985ec,THIES,K > 24 month,8000.0,15.0,8000.0,2667.0,15.0,,285.0,263.0,73.0,,,NO,60,MIXT:500F= 2500F on net _2500F off net;2d,15.0,0
1188912,8d65ee2e815af5e08b56a48d14363160ed910757,SAINT-LOUIS,K > 24 month,2150.0,7.0,2160.0,720.0,14.0,,69.0,29.0,9.0,,,NO,38,Mixt 250F=Unlimited_call24H,3.0,0
1623366,c0e7a6fa67c0c58c18a73a93c85e0aed93aea03e,THIES,K > 24 month,5400.0,18.0,5398.0,1799.0,21.0,1.0,15.0,86.0,3.0,,,NO,31,All-net 500F=2000F;5d,6.0,0
1471301,aede9b535a0e05dbfdd8fd5e90310806311c2673,LOUGA,K > 24 month,11100.0,22.0,10199.0,3400.0,23.0,2.0,506.0,17.0,,1.0,,NO,62,"On-net 500=4000,10d",16.0,0
1570509,ba9ffe1c056da8d97b06983f419c72b422c1c2c5,,K > 24 month,,,,,,,,,,,,NO,2,,,1
1404037,a6e8c574004e3ecf2148e4f62f7e9c1f4218c07a,,K > 24 month,,,,,,,,,,,,NO,5,,,0
305964,247103bfa622bc24db83eaeaf31796ae98c4def8,SAINT-LOUIS,K > 24 month,5000.0,12.0,5160.0,1720.0,11.0,0.0,968.0,32.0,1.0,,,NO,22,MIXT: 390F=04HOn-net_400SMS_400 Mo;4h	,10.0,0
933047,6efdbd11b158a08400f12544f33a78bbda771a62,LOUGA,K > 24 month,,,,,,,,,,,,NO,46,,,0
1449700,ac51f235c7ba30c14ce73f1e9b48f07c7df44201,,K > 24 month,,,,,,,,,,,,NO,5,,,1
74284,08e4df4721f6eeb43dcb032edab13eb0ed0fc4a1,,K > 24 month,,,,,,,,,,,,NO,8,,,0
1621288,c0a43790a233940cbb9c4944649c4283ff1597f5,SAINT-LOUIS,K > 24 month,11600.0,34.0,12002.0,4001.0,40.0,24452.0,1090.0,67.0,2.0,,,NO,62,On net 200F=Unlimited _call24H,23.0,0
1204828,8f49b48778a29d21be42ad4d7aa384376d9da887,KAOLACK,K > 24 month,,,,,,,,,,,,NO,2,,,0
335196,27e71cfae1a555a1b59e1d16351aded63a59d33e,DAKAR,K > 24 month,500.0,1.0,199.0,66.0,5.0,0.0,0.0,0.0,,,,NO,38,Twter_U2opia_Daily,4.0,0
996570,768826502008f18c8cc8402b225f3cebc364dec4,,K > 24 month,,,,,,137.0,,,,,,NO,2,,,1
1943442,e6f70aa2e482977f2357a4fa759c1dafca0be7c7,,K > 24 month,500.0,1.0,501.0,167.0,1.0,,4.0,,0.0,,,NO,7,,,0
399785,2f87dd587aa4305d952afbba1631719385307b33,KAFFRINE,K > 24 month,7400.0,16.0,7300.0,2433.0,27.0,0.0,1948.0,50.0,6.0,,,NO,57,On net 200F=Unlimited _call24H,19.0,0
286326,221d3318f4976c791bd7aa3232168b6b87e59777,,K > 24 month,,,,,,,,,,,,NO,3,,,1
1495799,b1c421e833d42238e019f4e4b746fe5f1b637adf,DAKAR,K > 24 month,,,,,,,3.0,,,,,NO,2,,,0
282008,219d0e026911f0f3dcfa752492c5be967bffd23d,,K > 24 month,,,1.0,0.0,1.0,,,,,,,NO,5,,,0
1400823,a688a842d0e33491d0346f0632051b985b174c46,THIES,K > 24 month,750.0,2.0,750.0,250.0,2.0,,59.0,3.0,8.0,,,NO,19,Mixt 250F=Unlimited_call24H,1.0,0
891952,6a184508252cf282ed39911cab74dedec948fb00,THIES,K > 24 month,1900.0,10.0,2199.0,733.0,13.0,7022.0,71.0,,1.0,,,NO,58,"Data: 100 F=40MB,24H",8.0,0
39638,04c5256fcf113258e1df1d3a70dfbb88e9ec605f,,K > 24 month,21100.0,65.0,21711.0,7237.0,68.0,28372.0,7.0,6.0,23.0,,6.0,NO,62,"Data: 200 F=100MB,24H",53.0,0
1892979,e0f68ef9ef4cda7b655e3de83a5d4e5eaf2bb55e,TAMBACOUNDA,K > 24 month,5350.0,17.0,5353.0,1784.0,22.0,1169.0,31.0,86.0,5.0,1.0,,NO,53,On net 200F=Unlimited _call24H,9.0,0
1775717,d3055cd832b1a2fb2f58e3d7d4cd2207d4a0642a,DAKAR,K > 24 month,,,,,,,3.0,,,0.0,,NO,10,,,0
1841923,dae7def32daffe9d37d190496e9382f95e60aac0,DAKAR,K > 24 month,3300.0,8.0,3313.0,1104.0,15.0,6667.0,1.0,0.0,,,,NO,50,"Data:490F=1GB,7d",4.0,0
1916772,e3c9eefdf708aa341f41fdec3f888d4cfe0fc9c8,,K > 24 month,,,,,,,,,,,,NO,1,,,1
1052574,7d2ed67538c0a5327a0c8557e210c56114b856a5,DAKAR,K > 24 month,3000.0,6.0,3999.0,1333.0,10.0,260.0,96.0,106.0,8.0,0.0,,NO,51,All-net 500F=2000F;5d,6.0,0
1211039,900656a2d5d5031d60a3b0bc2261afe74c850f80,THIES,K > 24 month,5200.0,14.0,5709.0,1903.0,16.0,0.0,144.0,167.0,38.0,,,NO,16,Jokko_Daily,9.0,0
655598,4deaf982f95ed9036a3f0d153f76a31a710d761d,,K > 24 month,500.0,1.0,500.0,167.0,1.0,,6.0,,,,,NO,1,All-net 500F =2000F_AllNet_Unlimited,1.0,0
2040013,f27466ce3fba63916afa441bf19fc8e649a56a7c,THIES,K > 24 month,300.0,1.0,799.0,266.0,5.0,,1.0,2.0,3.0,,,NO,9,,,0
554022,41d6c61405aa70ccaeaf3e59d193039e5c4e380f,THIES,K > 24 month,,,2.0,1.0,1.0,1.0,,,,,,NO,6,,,0
553635,41ca3a2b58b98a52b1fc38e290cf233605016c72,MATAM,K > 24 month,1000.0,2.0,999.0,333.0,3.0,12.0,106.0,2.0,,,,NO,14,All-net 500F=2000F;5d,1.0,0
117891,0e169288d6d309b4b243293c075db16087c740ee,,K > 24 month,,,,,,0.0,6.0,,,,,NO,12,,,0
919575,6d5eed09aa3a9775de0206b188bcb0d86953b7b8,,K > 24 month,,,,,,,,,,,,NO,3,,,1
2039650,f268fd8fd8cf0804bc318b248f7dfc4cd1027ff9,,J 21-24 month,900.0,4.0,899.0,300.0,5.0,93.0,7.0,9.0,,,,NO,2,"Data: 100 F=40MB,24H",3.0,1
1068035,7effc368fd72224aa6af85fe2963e8a794493b0f,SAINT-LOUIS,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,1.0,9.0,,,,NO,42,All-net 500F=1250F_AllNet_1250_Onnet;48h,1.0,0
96109,0b771f412727e859bbb2ce14e718c76599a320b0,LOUGA,K > 24 month,200.0,1.0,102.0,34.0,1.0,0.0,1.0,0.0,,,,NO,17,,,0
1128308,86381db01df0dd6d19db1b90151c064777ecaea7,,K > 24 month,,,,,,,,,,,,NO,1,,,1
39884,04cc8abc87dc4dc0c4d9d487dd3bc4d12f16b380,DAKAR,K > 24 month,500.0,1.0,500.0,167.0,1.0,,83.0,5.0,,,,NO,17,All-net 500F=2000F;5d,1.0,0
2118104,fbb684a19040374303a76290d622b444d239c2f0,,I 18-21 month,,,,,,,,,,,,NO,1,,,1
1873014,de97e8b097b6bea15eb07a0942f188fab3871cce,DAKAR,K > 24 month,8150.0,26.0,8760.0,2920.0,33.0,7479.0,208.0,120.0,38.0,,,NO,55,Mixt 250F=Unlimited_call24H,10.0,0
537980,3ff0014c01923f40c11059ff8a94191f24db6679,,I 18-21 month,12400.0,23.0,12400.0,4133.0,20.0,1228.0,187.0,121.0,8.0,38.0,,NO,49,"Data: 200 F=100MB,24H",7.0,0
2078557,f70509141f622ff73db27a861c7ba6e4567138bb,,K > 24 month,3000.0,5.0,3000.0,1000.0,5.0,0.0,120.0,90.0,28.0,,,NO,21,All-net 500F=2000F;5d,5.0,0
1987375,ec343ef1ae0e6f5391ddd1679032642823273ca0,DAKAR,K > 24 month,16600.0,14.0,15220.0,5073.0,16.0,28018.0,989.0,492.0,73.0,0.0,,NO,62,"Data:1000F=5GB,7d",4.0,0
494581,3acb0ec6c10385447a59150e17a3e59d2904376f,THIES,K > 24 month,1000.0,1.0,1000.0,333.0,1.0,0.0,5.0,21.0,1.0,,,NO,22,All-net 1000=5000;5d,1.0,0
1574278,bb12fa136918ebf101fba7a32957ceba4b95bab0,LOUGA,K > 24 month,700.0,2.0,701.0,234.0,3.0,,61.0,11.0,,,,NO,37,On net 200F=Unlimited _call24H,1.0,0
1553771,b8a1587469f10543c7f41b5f6528274bdbe32a64,DAKAR,K > 24 month,17500.0,34.0,18479.0,6160.0,41.0,42856.0,,31.0,0.0,,1.0,NO,61,"Data:490F=1GB,7d",34.0,0
144431,113c8232bf558bcfb089cdf1ef734b4a5dd0e5b1,,K > 24 month,,,,,,,,,,,,NO,2,,,1
1261929,96066f824ab4a68f4acc4596e3d445418ae5083e,KAOLACK,K > 24 month,,,,,,0.0,,,,,,NO,10,,,0
193651,1716ca2fc688334e4aa8cc0cc245f4a4a1e16869,DAKAR,H 15-18 month,,,,,,,,,,,,NO,1,,,0
1752002,d03afb579ef9f8c5b7596cc024b5d30efd856afa,,K > 24 month,,,,,,,,,,,,NO,3,,,1
1974262,eaa5cf9dd3824c44955da9f7f0819a96577027ab,DAKAR,K > 24 month,1000.0,2.0,2500.0,833.0,11.0,1024.0,,1.0,,,,NO,11,IVR Echat_Daily_50F,8.0,0
1824246,d8c92480a189ae6fe0e46d4f4478d1a339c65653,LOUGA,K > 24 month,,,,,,2.0,0.0,,,,,NO,5,,,1
234359,1bf1defa078807263174373d86b0241b66332f16,DAKAR,K > 24 month,17350.0,37.0,17715.0,5905.0,40.0,3135.0,506.0,382.0,577.0,,,NO,51,Jokko_Daily,30.0,0
912123,6c81389226fcf6310ab0c9d4cf776f5df37c2a66,,I 18-21 month,,,,,,,,,,,,NO,1,,,1
95462,0b62b817664cb115d6fe9f4f10f1d5209452b189,,K > 24 month,,,,,,,,,,,,NO,4,,,1
1132566,86bac13c1e8b3ba31ef5032978abb8e80c466325,DAKAR,K > 24 month,2500.0,5.0,3000.0,1000.0,6.0,,13.0,76.0,2.0,,,NO,23,All-net 500F=2000F;5d,6.0,0
50495,06121e717dff3daf930df20b79805f56ecdbb231,LOUGA,K > 24 month,400.0,2.0,400.0,133.0,2.0,,2.0,,2.0,,,NO,46,,,0
1023831,79c1ec999687bea79df1a05a3d4be2bb53a07dea,,K > 24 month,,,,,,,,,,,,NO,1,,,1
1459322,ad74bbc24029e89f779bc79cba15721779069890,,K > 24 month,7500.0,14.0,7815.0,2605.0,15.0,,596.0,146.0,,0.0,2.0,NO,42,Jokko_Daily,7.0,0
398581,2f638e0918dd39e9625060e458271f154d7719f2,,K > 24 month,,,,,,,,,,,,NO,8,,,0
1188151,8d4e7b6e0f7c4cc43563ef0745c88e7df9e76e7c,,K > 24 month,,,,,,,,,,,,NO,4,,,0
105741,0c9e25492e8afeb2d92b58d0ab4f422507484caa,SAINT-LOUIS,I 18-21 month,,,,,,,,,,,,NO,1,,,0
1052000,7d1d3cc7f7fd2cf6505f7fb67b8d7d7bf48afafa,,K > 24 month,,,,,,,,,,,,NO,3,,,0
1211654,901a10ff684960d4bf558bff1ba10af208105704,DAKAR,K > 24 month,3000.0,4.0,4100.0,1367.0,34.0,,20.0,3.0,,,,NO,11,All-net 500F=2000F;5d,1.0,0
1214078,9061177c152b37cdd1f5fafcb38555d62b386964,KAOLACK,K > 24 month,450.0,2.0,650.0,217.0,7.0,0.0,1.0,4.0,,,,NO,32,,,0
332290,278ecb231e9d3740ab85f71ab97d82882c4a6d3d,SAINT-LOUIS,K > 24 month,1100.0,5.0,1100.0,367.0,6.0,,1.0,35.0,13.0,,,NO,10,On net 200F=Unlimited _call24H,1.0,0
1992906,ecdc2caf865365643d562c70f32f1fb38c5e5446,SAINT-LOUIS,K > 24 month,1300.0,3.0,1300.0,433.0,3.0,0.0,200.0,,,,,NO,61,All-net 500F=2000F;5d,1.0,0
1071174,7f60116dc8f176a72c8a0e78a881d54c414fbb5a,SAINT-LOUIS,K > 24 month,,,,,,0.0,,,,,,NO,3,,,0
1643761,c35078679b0c6ae20fe2d5af04f7ada2840e7487,DAKAR,K > 24 month,10500.0,14.0,10499.0,3500.0,19.0,,124.0,218.0,26.0,0.0,,NO,42,All-net 500F=2000F;5d,10.0,0
882778,68ffadbab12afc5e93341da18edef45b8efac6f6,KAFFRINE,K > 24 month,,,,,,,8.0,,,,,NO,2,,,0
2082954,f78b1409a49bec1cfe419c4f5b639f844a942444,LOUGA,K > 24 month,,,,,,20.0,7.0,,,,,NO,10,,,0
1683921,c81c7a0e1a7ec71440cf34c1b7d0c6616ecaa34a,DAKAR,K > 24 month,27100.0,34.0,25766.0,8589.0,40.0,92807.0,25.0,104.0,3.0,,,NO,59,"Data:1000F=5GB,7d",19.0,0
498146,3b37d0302be3537739239c79743c15146fcef621,,K > 24 month,500.0,1.0,500.0,167.0,1.0,,,6.0,,,,NO,1,All-net 500F =2000F_AllNet_Unlimited,1.0,0
1391892,a57b97ae57406df8b2e88e8a102816be1cc7291e,DIOURBEL,K > 24 month,500.0,1.0,499.0,166.0,1.0,0.0,11.0,10.0,,2.0,,NO,13,,,0
1983166,ebb719cd16ca4ad1b35eacd5e47ca2c742776f51,KAFFRINE,K > 24 month,2200.0,8.0,2214.0,738.0,10.0,6.0,1887.0,1.0,,,,NO,34,On net 200F=Unlimited _call24H,8.0,0
687952,51c04489a4e391ea5737a09a626415c6412c8299,,I 18-21 month,,,,,,,,,,,,NO,2,,,1
35244,043c5d86d4e39340eb17c7e7c6d02052afa098f1,,K > 24 month,,,,,,,,,,,,NO,2,,,0
317013,25c15b25fc1d55ac6c1aa2a760281a1882aa4420,,K > 24 month,,,,,,873.0,5.0,,,,,NO,8,,,1
674317,502098e3068de466cb1f8ead0e63270456357911,,K > 24 month,,,,,,,,,,,,NO,1,,,1
1330586,9e31084d3152c009664ed451241bec587107b86b,THIES,K > 24 month,2000.0,4.0,3000.0,1000.0,6.0,,71.0,24.0,2.0,,,NO,37,All-net 500F =2000F_AllNet_Unlimited,5.0,0
617088,49553f0d4722c8d2e4647f9aaf36ca0ab85e9336,DIOURBEL,H 15-18 month,1500.0,3.0,1499.0,500.0,6.0,300.0,15.0,3.0,20.0,,,NO,44,All-net 500F=2000F;5d,1.0,0
1060978,7e2968961c8a188f3497b36ae41338651959292b,DAKAR,K > 24 month,2600.0,6.0,3100.0,1033.0,18.0,,24.0,43.0,1.0,,,NO,31,Twter_U2opia_Daily,16.0,0
2121539,fc1e5c1dae7fb1baa251467901f722952ac775b5,LOUGA,K > 24 month,,,,,,,17.0,,,,,NO,10,,,0
72557,08b0e66d9e16ebdc8b5a72cc927e484abbc8e9f9,DAKAR,K > 24 month,2000.0,4.0,2500.0,833.0,10.0,2961.0,1.0,0.0,1.0,,,NO,30,"Data:490F=1GB,7d",2.0,0
1313422,9c251e0470690d4e48cc013ae2997c23f740736a,DAKAR,K > 24 month,2000.0,3.0,2009.0,670.0,12.0,2989.0,,1.0,,,,NO,20,IVR Echat_Daily_50F,8.0,0
843607,644ec562f093721de3a45a5033f74d0ba5d4c087,,K > 24 month,,,32.0,11.0,1.0,,,,,,,NO,2,,,1
329958,27489e54c0c6755520c4e7b1c439511ac25fce78,,K > 24 month,,,,,,1023.0,1.0,,,,,NO,8,,,1
2707,0052829b4d83bf8cdc7499b3e9501d1cc3e2821e,,K > 24 month,,,,,,0.0,,,,,,NO,2,,,1
1667196,c61c7f2769e67675a09e2636cbbf9d428595d737,ZIGUINCHOR,K > 24 month,,,,,,677.0,8.0,,,,,NO,15,,,0
1513834,b3e80e82756c7055f73b24c92382e24fe86a91a2,,K > 24 month,,,6.0,2.0,1.0,4.0,,,,,,NO,7,,,0
1824066,d8c343eca666fb1d530b940267975ac40da5cadd,DAKAR,K > 24 month,16500.0,17.0,16500.0,5500.0,17.0,,281.0,730.0,43.0,,,NO,58,MIXT:500F= 2500F on net _2500F off net;2d,10.0,0
1798680,d5c30e6444d93b234633b2c24bccdacf8ca79d48,MATAM,K > 24 month,12500.0,18.0,12500.0,4167.0,17.0,1.0,73.0,367.0,,,,NO,35,All-net 500F=2000F;5d,25.0,0
701286,5354b7baaff75312777e2c00d612168405833575,DAKAR,K > 24 month,5050.0,23.0,4801.0,1600.0,32.0,3407.0,22.0,9.0,22.0,,,NO,51,"Data: 100 F=40MB,24H",15.0,0
2032675,f1974510e28e249ffc2a965ab297bc667aadc824,DAKAR,K > 24 month,,,,,,100.0,8.0,,,,,NO,6,,,0
774294,5c109375a45edd578b182b60f71b1f3e215b6733,,K > 24 month,,,,,,,,,,,,NO,1,,,1
1341085,9f6db65ad37b75ca3ab45f5c20d378ac76667cba,,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,,14.0,43.0,,,,NO,16,All-net 500F=2000F;5d,2.0,0
864270,66cb46996101565f17c4dd98cc1fac9bb452ce36,KAFFRINE,K > 24 month,5700.0,19.0,6267.0,2089.0,20.0,1694.0,24.0,48.0,1.0,,,NO,51,"Data: 100 F=40MB,24H",14.0,0
1798998,d5cc448129fa58628dbc2c82a8fd425fc551617b,DAKAR,K > 24 month,2100.0,5.0,2095.0,698.0,4.0,41.0,94.0,105.0,6.0,,,NO,34,All-net 500F=2000F;5d,2.0,0
1494960,b1aa88ff38621c8a16804929949dd8d1c091ecd0,,K > 24 month,,,,,,,,,,,,NO,4,,,1
1450567,ac6d52fbb7f627e5906f0796310ce61c71f81c3f,THIES,K > 24 month,3900.0,12.0,4321.0,1440.0,17.0,6255.0,3.0,16.0,4.0,,,NO,28,"Data: 100 F=40MB,24H",5.0,0
857237,65f39e97718d4da9416d9ce1ac32065ca4917cd6,LOUGA,K > 24 month,950.0,3.0,651.0,217.0,4.0,0.0,5.0,,,,,NO,42,,,0
1098962,82b48690ed1b05c85b37c6022d53d97018708f4c,,K > 24 month,,,,,,0.0,,,,,,NO,19,,,1
1597569,bdd9850a791eb0aae069c65285ceedc6200d935a,DAKAR,K > 24 month,,,,,,79.0,0.0,50.0,3.0,,,NO,60,,,0
1468147,ae812237ace2ad5e23b68f8a92332715fe6458ac,DAKAR,K > 24 month,9600.0,31.0,9604.0,3201.0,39.0,17332.0,0.0,14.0,5.0,,,NO,59,"Data:490F=1GB,7d",11.0,0
